H	2	0	2.5762	2.54367	-0	0.827957	0.745699	1.11031	1.11031
H	48	0	2.5762	2.54367	-0	0.827957	0.745699	1.11031	1.11031
H	49	0	2.5762	2.54367	-0	0.827957	0.745699	1.11031	1.11031
R	26	0	-2.79989	2.51203	-0	0.38172	0.484319	0.788159	0.788159
K	34	0	-2.78141	2.4809	-0	0.397849	0.499821	0.795984	0.795984
R	4	0	2.62872	2.46646	-0	0.580645	0.484319	1.19889	1.19889
C	5	0	-2.68332	2.44669	-0	0.182796	0.270161	0.676617	0.676617
B	8	0	-2.82543	2.39931	-0	0.682796	0.769982	0.886768	0.886768
S	29	0	2.56206	2.39517	-0	0.61828	0.524462	1.17888	1.17888
W	53	0	-2.70888	2.39517	-0	0.376344	0.475538	0.791408	0.791408
T	25	0	2.61224	2.35864	-0	0.327957	0.24552	1.33577	1.33577
T	28	0	2.61224	2.35864	-0	0.327957	0.24552	1.33577	1.33577
V	26	0	-2.7826	2.35864	-0	0.666667	0.75448	0.88361	0.88361
C	49	0	2.60075	2.35381	-0	0.354839	0.270161	1.31343	1.31343
Y	31	0	2.50645	2.31998	-0	0.607527	0.515681	1.17811	1.17811
B	29	0	2.40147	2.31638	-0	0.844086	0.769982	1.09624	1.09624
B	35	0	2.40147	2.31638	-0	0.844086	0.769982	1.09624	1.09624
G	10	0	-2.5762	2.30526	-0	0.172043	0.254301	0.676533	0.676533
G	2	0	-2.5762	2.30526	-0	0.172043	0.254301	0.676533	0.676533
G	48	0	-2.5762	2.30526	-0	0.172043	0.254301	0.676533	0.676533
G	49	0	-2.5762	2.30526	-0	0.172043	0.254301	0.676533	0.676533
H	44	0	2.40782	2.30526	-0	0.822581	0.745699	1.1031	1.1031
Y	4	0	-2.62872	2.27804	-0	0.419355	0.515681	0.813206	0.813206
D	4	0	2.35306	2.22024	-0	0.806452	0.729839	1.10497	1.10497
W	29	0	-2.56206	2.20803	-0	0.38172	0.475538	0.802713	0.802713
V	51	0	2.3283	2.20418	-0	0.827957	0.75448	1.09739	1.09739
A	3	0	2.47697	2.19511	-0	0.306452	0.230018	1.33229	1.33229
V	25	0	-2.61224	2.15967	-0	0.672043	0.75448	0.890736	0.890736
V	28	0	-2.61224	2.15967	-0	0.672043	0.75448	0.890736	0.890736
C	60	0	2.43563	2.15947	-0	0.349462	0.270161	1.29353	1.29353
D	49	0	-2.60075	2.15947	-0	0.645161	0.729839	0.883978	0.883978
R	31	0	-2.50645	2.13695	-0	0.392473	0.484319	0.810361	0.810361
Y	43	0	2.35974	2.13695	-0	0.602151	0.515681	1.16768	1.16768
K	21	0	2.35124	2.12194	-0	0.586021	0.499821	1.17246	1.17246
M	7	0	2.34147	2.11026	-0	0.586021	0.500179	1.17162	1.17162
R	18	0	2.33528	2.09838	-0	0.569892	0.484319	1.17669	1.17669
A	29	0	-2.40147	2.08233	-0	0.155914	0.230018	0.677834	0.677834
A	35	0	-2.40147	2.08233	-0	0.155914	0.230018	0.677834	0.677834
B	48	0	2.22724	2.08233	-0	0.83871	0.769982	1.08926	1.08926
G	44	0	-2.40782	2.08195	-0	0.177419	0.254301	0.697674	0.697674
S	33	0	2.26841	2.02991	-0	0.607527	0.524462	1.15838	1.15838
S	37	0	2.26841	2.02991	-0	0.607527	0.524462	1.15838	1.15838
G	54	0	2.30679	2.01066	-0	0.327957	0.254301	1.28964	1.28964
C	4	0	-2.35306	2.00781	-0	0.193548	0.270161	0.716418	0.716418
D	22	0	2.18793	2.00781	-0	0.801075	0.729839	1.09761	1.09761
D	3	0	2.18793	2.00781	-0	0.801075	0.729839	1.09761	1.09761
A	10	0	2.30274	2.00072	-0	0.301075	0.230018	1.30892	1.30892
A	20	0	2.30274	2.00072	-0	0.301075	0.230018	1.30892	1.30892
B	3	0	-2.47697	2.00072	-0	0.693548	0.769982	0.900733	0.900733
T	51	0	-2.3283	1.98417	-0	0.172043	0.24552	0.70073	0.70073
V	9	0	2.15794	1.98417	-0	0.822581	0.75448	1.09026	1.09026
C	41	0	2.2705	1.97432	-0	0.344086	0.270161	1.27363	1.27363
D	60	0	-2.43563	1.97432	-0	0.650538	0.729839	0.891344	0.891344
T	1	0	2.27151	1.97023	-0	0.317204	0.24552	1.29197	1.29197
T	31	0	2.27151	1.97023	-0	0.317204	0.24552	1.29197	1.29197
R	43	0	-2.35974	1.96283	-0	0.397849	0.484319	0.821462	0.821462
M	21	0	-2.35124	1.94928	-0	0.413978	0.500179	0.82766	0.82766
K	7	0	-2.34147	1.93816	-0	0.413978	0.499821	0.828254	0.828254
M	47	0	2.19482	1.93816	-0	0.580645	0.500179	1.16087	1.16087
R	21	0	2.18856	1.9274	-0	0.564516	0.484319	1.16559	1.16559
R	3	0	2.18856	1.9274	-0	0.564516	0.484319	1.16559	1.16559
R	5	0	2.18856	1.9274	-0	0.564516	0.484319	1.16559	1.16559
Y	18	0	-2.33528	1.9274	-0	0.430108	0.515681	0.834057	0.834057
H	22	0	2.07106	1.87326	-0	0.811828	0.745699	1.08868	1.08868
H	30	0	2.07106	1.87326	-0	0.811828	0.745699	1.08868	1.08868
A	48	0	-2.22724	1.8645	-0	0.16129	0.230018	0.701208	0.701208
W	33	0	-2.26841	1.86072	-0	0.392473	0.475538	0.825325	0.825325
W	37	0	-2.26841	1.86072	-0	0.392473	0.475538	0.825325	0.825325
G	21	0	2.13841	1.83027	-0	0.322581	0.254301	1.2685	1.2685
H	54	0	-2.30679	1.83027	-0	0.672043	0.745699	0.901226	0.901226
B	10	0	-2.30274	1.81614	-0	0.698925	0.769982	0.907716	0.907716
B	20	0	-2.30274	1.81614	-0	0.698925	0.769982	0.907716	0.907716
C	22	0	-2.18793	1.80902	-0	0.198925	0.270161	0.736318	0.736318
C	3	0	-2.18793	1.80902	-0	0.198925	0.270161	0.736318	0.736318
D	13	0	2.02281	1.80902	-0	0.795699	0.729839	1.09024	1.09024
D	18	0	2.02281	1.80902	-0	0.795699	0.729839	1.09024	1.09024
D	41	0	-2.2705	1.79835	-0	0.655914	0.729839	0.898711	0.898711
V	1	0	-2.27151	1.79033	-0	0.682796	0.75448	0.904988	0.904988
V	31	0	-2.27151	1.79033	-0	0.682796	0.75448	0.904988	0.904988
K	13	0	2.05795	1.78529	-0	0.575269	0.499821	1.15095	1.15095
K	18	0	2.05795	1.78529	-0	0.575269	0.499821	1.15095	1.15095
T	9	0	-2.15794	1.77908	-0	0.177419	0.24552	0.722628	0.722628
V	60	0	1.98757	1.77908	-0	0.817204	0.75448	1.08314	1.08314
K	47	0	-2.19482	1.77473	-0	0.419355	0.499821	0.83901	0.83901
R	58	0	2.04184	1.76499	-0	0.55914	0.484319	1.15449	1.15449
Y	21	0	-2.18856	1.76499	-0	0.435484	0.515681	0.844483	0.844483
Y	3	0	-2.18856	1.76499	-0	0.435484	0.515681	0.844483	0.844483
Y	5	0	-2.18856	1.76499	-0	0.435484	0.515681	0.844483	0.844483
W	1	0	1.98945	1.70763	-0	0.548387	0.475538	1.15319	1.15319
S	47	0	1.97477	1.70032	-0	0.596774	0.524462	1.13788	1.13788
G	22	0	-2.07106	1.67872	-0	0.188172	0.254301	0.739958	0.739958
G	30	0	-2.07106	1.67872	-0	0.188172	0.254301	0.739958	0.739958
H	47	0	1.90268	1.67872	-0	0.806452	0.745699	1.08147	1.08147
H	8	0	1.90268	1.67872	-0	0.806452	0.745699	1.08147	1.08147
B	27	0	1.87878	1.66231	-0	0.827957	0.769982	1.07529	1.07529
B	31	0	1.87878	1.66231	-0	0.827957	0.769982	1.07529	1.07529
B	41	0	1.87878	1.66231	-0	0.827957	0.769982	1.07529	1.07529
G	29	0	1.97003	1.65927	-0	0.317204	0.254301	1.24736	1.24736
G	36	0	1.97003	1.65927	-0	0.317204	0.254301	1.24736	1.24736
H	21	0	-2.13841	1.65927	-0	0.677419	0.745699	0.908435	0.908435
A	28	0	1.95428	1.64136	-0	0.290323	0.230018	1.26217	1.26217
Y	2	0	1.91958	1.64088	-0	0.586021	0.515681	1.1364	1.1364
K	33	0	1.9113	1.62988	-0	0.569892	0.499821	1.14019	1.14019
K	36	0	1.9113	1.62988	-0	0.569892	0.499821	1.14019	1.14019
M	13	0	-2.05795	1.62988	-0	0.424731	0.500179	0.849158	0.849158
M	18	0	-2.05795	1.62988	-0	0.424731	0.500179	0.849158	0.849158
C	13	0	-2.02281	1.62344	-0	0.204301	0.270161	0.756219	0.756219
C	18	0	-2.02281	1.62344	-0	0.204301	0.270161	0.756219	0.756219
D	30	0	1.85768	1.62344	-0	0.790323	0.729839	1.08287	1.08287
T	19	0	1.93079	1.61994	-0	0.306452	0.24552	1.24818	1.24818
M	48	0	1.90152	1.61988	-0	0.569892	0.500179	1.13938	1.13938
M	51	0	1.90152	1.61988	-0	0.569892	0.500179	1.13938	1.13938
Y	58	0	-2.04184	1.61106	-0	0.44086	0.515681	0.854909	0.854909
T	60	0	-1.98757	1.58842	-0	0.182796	0.24552	0.744526	0.744526
V	53	0	1.81721	1.58842	-0	0.811828	0.75448	1.07601	1.07601
V	7	0	1.81721	1.58842	-0	0.811828	0.75448	1.07601	1.07601
S	1	0	-1.98945	1.55693	-0	0.451613	0.524462	0.861097	0.861097
W	3	0	1.84263	1.55693	-0	0.543011	0.475538	1.14189	1.14189
W	44	0	1.84263	1.55693	-0	0.543011	0.475538	1.14189	1.14189
W	6	0	1.84263	1.55693	-0	0.543011	0.475538	1.14189	1.14189
W	47	0	-1.97477	1.54861	-0	0.403226	0.475538	0.847937	0.847937
G	47	0	-1.90268	1.49789	-0	0.193548	0.254301	0.761099	0.761099
G	8	0	-1.90268	1.49789	-0	0.193548	0.254301	0.761099	0.761099
H	1	0	1.7343	1.49789	-0	0.801075	0.745699	1.07426	1.07426
G	13	0	1.80165	1.49763	-0	0.311828	0.254301	1.22622	1.22622
G	57	0	1.80165	1.49763	-0	0.311828	0.254301	1.22622	1.22622
H	29	0	-1.97003	1.49763	-0	0.682796	0.745699	0.915645	0.915645
H	36	0	-1.97003	1.49763	-0	0.682796	0.745699	0.915645	0.915645
R	2	0	-1.91958	1.49282	-0	0.413978	0.484319	0.854764	0.854764
Y	27	0	1.77286	1.49282	-0	0.580645	0.515681	1.12598	1.12598
M	33	0	-1.9113	1.48294	-0	0.430108	0.500179	0.859907	0.859907
M	36	0	-1.9113	1.48294	-0	0.430108	0.500179	0.859907	0.859907
A	34	0	1.78005	1.47638	-0	0.284946	0.230018	1.2388	1.2388
A	5	0	1.78005	1.47638	-0	0.284946	0.230018	1.2388	1.2388
B	28	0	-1.95428	1.47638	-0	0.709677	0.769982	0.92168	0.92168
A	27	0	-1.87878	1.47518	-0	0.172043	0.230018	0.747955	0.747955
A	31	0	-1.87878	1.47518	-0	0.172043	0.230018	0.747955	0.747955
A	41	0	-1.87878	1.47518	-0	0.172043	0.230018	0.747955	0.747955
B	25	0	1.70455	1.47518	-0	0.822581	0.769982	1.06831	1.06831
B	26	0	1.70455	1.47518	-0	0.822581	0.769982	1.06831	1.06831
B	33	0	1.70455	1.47518	-0	0.822581	0.769982	1.06831	1.06831
B	47	0	1.70455	1.47518	-0	0.822581	0.769982	1.06831	1.06831
C	7	0	1.77512	1.47386	-0	0.327957	0.270161	1.21393	1.21393
K	48	0	-1.90152	1.47348	-0	0.430108	0.499821	0.860523	0.860523
K	51	0	-1.90152	1.47348	-0	0.430108	0.499821	0.860523	0.860523
M	4	0	1.75488	1.47348	-0	0.564516	0.500179	1.12863	1.12863
R	57	0	1.7484	1.46551	-0	0.548387	0.484319	1.13228	1.13228
T	10	0	1.76042	1.45907	-0	0.301075	0.24552	1.22628	1.22628
V	19	0	-1.93079	1.45907	-0	0.693548	0.75448	0.91924	0.91924
C	30	0	-1.85768	1.4507	-0	0.209677	0.270161	0.776119	0.776119
D	25	0	1.69255	1.4507	-0	0.784946	0.729839	1.07551	1.07551
S	3	0	-1.84263	1.41453	-0	0.456989	0.524462	0.871348	0.871348
S	44	0	-1.84263	1.41453	-0	0.456989	0.524462	0.871348	0.871348
S	6	0	-1.84263	1.41453	-0	0.456989	0.524462	0.871348	0.871348
W	5	0	1.6958	1.41453	-0	0.537634	0.475538	1.13058	1.13058
T	53	0	-1.81721	1.4117	-0	0.188172	0.24552	0.766423	0.766423
T	7	0	-1.81721	1.4117	-0	0.188172	0.24552	0.766423	0.766423
V	41	0	1.64685	1.4117	-0	0.806452	0.75448	1.06888	1.06888
V	42	0	1.64685	1.4117	-0	0.806452	0.75448	1.06888	1.06888
V	57	0	1.64685	1.4117	-0	0.806452	0.75448	1.06888	1.06888
R	27	0	-1.77286	1.35321	-0	0.419355	0.484319	0.865865	0.865865
G	32	0	1.63328	1.34533	-0	0.306452	0.254301	1.20507	1.20507
H	13	0	-1.80165	1.34533	-0	0.688172	0.745699	0.922855	0.922855
H	57	0	-1.80165	1.34533	-0	0.688172	0.745699	0.922855	0.922855
K	4	0	-1.75488	1.33543	-0	0.435484	0.499821	0.87128	0.87128
M	43	0	1.60823	1.33543	-0	0.55914	0.500179	1.11788	1.11788
M	49	0	1.60823	1.33543	-0	0.55914	0.500179	1.11788	1.11788
M	9	0	1.60823	1.33543	-0	0.55914	0.500179	1.11788	1.11788
G	1	0	-1.7343	1.33033	-0	0.198925	0.254301	0.782241	0.782241
H	26	0	1.56592	1.33033	-0	0.795699	0.745699	1.06705	1.06705
R	12	0	1.60169	1.32822	-0	0.543011	0.484319	1.12118	1.12118
R	37	0	1.60169	1.32822	-0	0.543011	0.484319	1.12118	1.12118
R	42	0	1.60169	1.32822	-0	0.543011	0.484319	1.12118	1.12118
R	53	0	1.60169	1.32822	-0	0.543011	0.484319	1.12118	1.12118
R	54	0	1.60169	1.32822	-0	0.543011	0.484319	1.12118	1.12118
Y	57	0	-1.7484	1.32822	-0	0.451613	0.515681	0.87576	0.87576
D	7	0	-1.77512	1.32527	-0	0.672043	0.729839	0.92081	0.92081
A	12	0	1.60582	1.32117	-0	0.27957	0.230018	1.21543	1.21543
A	23	0	1.60582	1.32117	-0	0.27957	0.230018	1.21543	1.21543
B	34	0	-1.78005	1.32117	-0	0.715054	0.769982	0.928663	0.928663
B	5	0	-1.78005	1.32117	-0	0.715054	0.769982	0.928663	0.928663
V	10	0	-1.76042	1.30767	-0	0.698925	0.75448	0.926366	0.926366
A	25	0	-1.70455	1.30257	-0	0.177419	0.230018	0.771328	0.771328
A	26	0	-1.70455	1.30257	-0	0.177419	0.230018	0.771328	0.771328
A	33	0	-1.70455	1.30257	-0	0.177419	0.230018	0.771328	0.771328
A	47	0	-1.70455	1.30257	-0	0.177419	0.230018	0.771328	0.771328
B	36	0	1.53032	1.30257	-0	0.817204	0.769982	1.06133	1.06133
B	50	0	1.53032	1.30257	-0	0.817204	0.769982	1.06133	1.06133
B	51	0	1.53032	1.30257	-0	0.817204	0.769982	1.06133	1.06133
C	25	0	-1.69255	1.29041	-0	0.215054	0.270161	0.79602	0.79602
D	8	0	1.52743	1.29041	-0	0.77957	0.729839	1.06814	1.06814
S	5	0	-1.6958	1.28032	-0	0.462366	0.524462	0.881599	0.881599
S	43	0	1.5343	1.27072	-0	0.580645	0.524462	1.10712	1.10712
S	48	0	1.5343	1.27072	-0	0.580645	0.524462	1.10712	1.10712
S	54	0	1.5343	1.27072	-0	0.580645	0.524462	1.10712	1.10712
T	41	0	-1.64685	1.24845	-0	0.193548	0.24552	0.788321	0.788321
T	42	0	-1.64685	1.24845	-0	0.193548	0.24552	0.788321	0.788321
T	57	0	-1.64685	1.24845	-0	0.193548	0.24552	0.788321	0.788321
V	37	0	1.47648	1.24845	-0	0.801075	0.75448	1.06176	1.06176
Y	1	0	1.47942	1.22192	-0	0.569892	0.515681	1.10513	1.10513
Y	19	0	1.47942	1.22192	-0	0.569892	0.515681	1.10513	1.10513
K	43	0	-1.60823	1.2056	-0	0.44086	0.499821	0.882037	0.882037
K	49	0	-1.60823	1.2056	-0	0.44086	0.499821	0.882037	0.882037
K	9	0	-1.60823	1.2056	-0	0.44086	0.499821	0.882037	0.882037
M	20	0	1.46158	1.2056	-0	0.553763	0.500179	1.10713	1.10713
G	38	0	1.4649	1.20232	-0	0.301075	0.254301	1.18393	1.18393
H	32	0	-1.63328	1.20232	-0	0.693548	0.745699	0.930065	0.930065
Y	12	0	-1.60169	1.19908	-0	0.456989	0.515681	0.886186	0.886186
Y	37	0	-1.60169	1.19908	-0	0.456989	0.515681	0.886186	0.886186
Y	42	0	-1.60169	1.19908	-0	0.456989	0.515681	0.886186	0.886186
Y	53	0	-1.60169	1.19908	-0	0.456989	0.515681	0.886186	0.886186
Y	54	0	-1.60169	1.19908	-0	0.456989	0.515681	0.886186	0.886186
C	34	0	1.44486	1.18571	-0	0.317204	0.270161	1.17413	1.17413
A	42	0	1.43159	1.17571	-0	0.274194	0.230018	1.19205	1.19205
A	58	0	1.43159	1.17571	-0	0.274194	0.230018	1.19205	1.19205
B	12	0	-1.60582	1.17571	-0	0.72043	0.769982	0.935645	0.935645
B	23	0	-1.60582	1.17571	-0	0.72043	0.769982	0.935645	0.935645
G	26	0	-1.56592	1.17558	-0	0.204301	0.254301	0.803383	0.803383
H	28	0	1.39754	1.17558	-0	0.790323	0.745699	1.05984	1.05984
H	4	0	1.39754	1.17558	-0	0.790323	0.745699	1.05984	1.05984
H	43	0	1.39754	1.17558	-0	0.790323	0.745699	1.05984	1.05984
T	22	0	1.4197	1.1657	-0	0.290323	0.24552	1.18248	1.18248
T	27	0	1.4197	1.1657	-0	0.290323	0.24552	1.18248	1.18248
W	20	0	1.40216	1.15419	-0	0.526882	0.475538	1.10797	1.10797
W	23	0	1.40216	1.15419	-0	0.526882	0.475538	1.10797	1.10797
S	9	0	1.38748	1.14428	-0	0.575269	0.524462	1.09687	1.09687
W	43	0	-1.5343	1.14428	-0	0.419355	0.475538	0.881854	0.881854
W	48	0	-1.5343	1.14428	-0	0.419355	0.475538	0.881854	0.881854
W	54	0	-1.5343	1.14428	-0	0.419355	0.475538	0.881854	0.881854
A	36	0	-1.53032	1.14394	-0	0.182796	0.230018	0.794702	0.794702
A	50	0	-1.53032	1.14394	-0	0.182796	0.230018	0.794702	0.794702
A	51	0	-1.53032	1.14394	-0	0.182796	0.230018	0.794702	0.794702
B	43	0	1.35609	1.14394	-0	0.811828	0.769982	1.05435	1.05435
B	53	0	1.35609	1.14394	-0	0.811828	0.769982	1.05435	1.05435
B	60	0	1.35609	1.14394	-0	0.811828	0.769982	1.05435	1.05435
C	8	0	-1.52743	1.14217	-0	0.22043	0.270161	0.81592	0.81592
D	10	0	1.3623	1.14217	-0	0.774194	0.729839	1.06077	1.06077
D	23	0	1.3623	1.14217	-0	0.774194	0.729839	1.06077	1.06077
D	58	0	1.3623	1.14217	-0	0.774194	0.729839	1.06077	1.06077
R	1	0	-1.47942	1.09881	-0	0.430108	0.484319	0.888067	0.888067
R	19	0	-1.47942	1.09881	-0	0.430108	0.484319	0.888067	0.888067
Y	14	0	1.3327	1.09881	-0	0.564516	0.515681	1.0947	1.0947
T	37	0	-1.47648	1.0982	-0	0.198925	0.24552	0.810219	0.810219
V	54	0	1.30612	1.0982	-0	0.795699	0.75448	1.05463	1.05463
K	37	0	1.32471	1.09171	-0	0.548387	0.499821	1.09717	1.09717
K	20	0	-1.46158	1.08386	-0	0.446237	0.499821	0.892793	0.892793
M	44	0	1.31494	1.08386	-0	0.548387	0.500179	1.09638	1.09638
R	13	0	1.30825	1.07796	-0	0.532258	0.484319	1.09898	1.09898
R	33	0	1.30825	1.07796	-0	0.532258	0.484319	1.09898	1.09898
H	38	0	-1.4649	1.06854	-0	0.698925	0.745699	0.937275	0.937275
C	9	0	1.27974	1.05514	-0	0.311828	0.270161	1.15423	1.15423
D	34	0	-1.44486	1.05514	-0	0.682796	0.729839	0.935543	0.935543
A	44	0	1.25736	1.03995	-0	0.268817	0.230018	1.16868	1.16868
A	6	0	1.25736	1.03995	-0	0.268817	0.230018	1.16868	1.16868
B	42	0	-1.43159	1.03995	-0	0.725806	0.769982	0.942628	0.942628
B	58	0	-1.43159	1.03995	-0	0.725806	0.769982	0.942628	0.942628
S	20	0	-1.40216	1.03602	-0	0.473118	0.524462	0.902101	0.902101
S	23	0	-1.40216	1.03602	-0	0.473118	0.524462	0.902101	0.902101
W	34	0	1.25534	1.03602	-0	0.521505	0.475538	1.09666	1.09666
G	28	0	-1.39754	1.03322	-0	0.209677	0.254301	0.824524	0.824524
G	4	0	-1.39754	1.03322	-0	0.209677	0.254301	0.824524	0.824524
G	43	0	-1.39754	1.03322	-0	0.209677	0.254301	0.824524	0.824524
V	22	0	-1.4197	1.03311	-0	0.709677	0.75448	0.940618	0.940618
V	27	0	-1.4197	1.03311	-0	0.709677	0.75448	0.940618	0.940618
S	50	0	1.24065	1.02598	-0	0.569892	0.524462	1.08662	1.08662
S	57	0	1.24065	1.02598	-0	0.569892	0.524462	1.08662	1.08662
W	9	0	-1.38748	1.02598	-0	0.424731	0.475538	0.89316	0.89316
C	10	0	-1.3623	1.00558	-0	0.225806	0.270161	0.835821	0.835821
